Store	Date	foot_traffic	visitor	customer	Transaction	sale
Store 5	2017-10-30	12678	1630	403	107	43121
Store 5	2017-10-31	13208	2524	683	87	59421
Store 5	2017-11-01	13758	1739	179	99	17721
Store 5	2017-11-02	11995	2815	466	91	42406
Store 5	2017-11-03	12200	2492	572	88	50336
Store 5	2017-11-04	14485	2445	446	118	52628
Store 5	2017-11-05	13358	2072	565	94	53110
Store 5	2017-11-06	15094	1664	432	92	39744
Store 5	2017-11-07	8076	1190	224	79	17696
Store 5	2017-11-08	9415	2118	425	85	36125
Store 5	2017-11-09	12914	1690	506	121	61226
Store 5	2017-11-10	17397	2979	422	81	34182
Store 5	2017-11-11	13234	1347	185	101	18685
Store 5	2017-11-12	11733	2242	328	77	25256
Store 5	2017-11-13	11356	2114	523	87	45501
Store 5	2017-11-14	13542	3042	823	105	86415
Store 5	2017-11-15	10469	2258	238	105	24990
Store 5	2017-11-16	10608	2155	499	92	45908
Store 5	2017-11-17	11534	2818	770	114	87780
Store 5	2017-11-18	12520	2452	730	92	67160
Store 5	2017-11-19	11473	1724	213	78	16614
Store 5	2017-11-20	16251	3395	526	73	38398
Store 5	2017-11-21	10574	1920	553	107	59171
Store 5	2017-11-22	13715	3215	792	95	75240
Store 5	2017-11-23	9155	1689	316	91	28756
Store 5	2017-11-24	8982	1482	436	94	40984
Store 5	2017-11-25	13065	2118	569	86	48934
Store 5	2017-11-26	12782	1573	322	96	30912
Store 5	2017-11-27	11858	2162	265	77	20405
Store 5	2017-11-28	11663	1246	251	85	21335
Store 5	2017-11-29	11224	1818	347	71	24637
Store 5	2017-11-30	12424	1381	228	67	15276
Store 5	2017-12-01	10572	1262	169	88	14872
Store 5	2017-12-02	13311	3253	336	59	19824
Store 5	2017-12-03	12986	2624	428	80	34240
Store 5	2017-12-04	10891	2093	217	89	19313
Store 5	2017-12-05	12083	2832	343	98	33614
Store 5	2017-12-06	15131	2142	342	103	35226
Store 5	2017-12-07	11120	1833	328	99	32472
Store 5	2017-12-08	11653	2741	468	105	49140
Store 5	2017-12-09	10951	2157	310	76	23560
Store 5	2017-12-10	12180	2768	693	61	42273
Store 5	2017-12-11	12307	2973	589	109	64201
Store 5	2017-12-12	16488	4022	1180	99	116820
Store 5	2017-12-13	14653	1997	347	86	29842
Store 5	2017-12-14	12393	2286	652	90	58680
Store 5	2017-12-15	12346	1800	252	114	28728
Store 5	2017-12-16	11249	2543	416	89	37024
Store 5	2017-12-17	11970	2126	230	56	12880
Store 5	2017-12-18	13861	2133	633	102	64566
Store 5	2017-12-19	16720	4093	1158	75	86850
Store 5	2017-12-20	16610	3413	701	72	50472
Store 5	2017-12-21	15781	3750	599	89	53311
Store 5	2017-12-22	10038	2419	523	93	48639
Store 5	2017-12-23	8136	1318	158	121	19118
Store 5	2017-12-24	10764	2540	523	90	47070
Store 5	2017-12-25	13459	3201	651	99	64449
Store 5	2017-12-26	11514	2822	357	115	41055
Store 5	2017-12-27	11261	2509	746	63	46998
Store 5	2017-12-28	10060	2065	415	84	34860
Store 5	2017-12-29	12178	2610	522	120	62640
Store 5	2017-12-30	9181	945	270	101	27270
Store 5	2017-12-31	10112	1947	228	89	20292
Store 5	2018-01-01	15074	2929	382	111	42402
Store 5	2018-01-02	12564	1399	305	97	29585
Store 5	2018-01-03	13405	1405	221	84	18564
Store 5	2018-01-04	12117	2722	756	99	74844
Store 5	2018-01-05	12988	2847	614	107	65698
Store 5	2018-01-06	10916	2516	505	85	42925
Store 5	2018-01-07	13292	1876	439	99	43461
Store 5	2018-01-08	11202	2629	572	83	47476
Store 5	2018-01-09	11821	1631	320	90	28800
Store 5	2018-01-10	16720	3002	605	86	52030
Store 5	2018-01-11	10500	1170	217	81	17577
Store 5	2018-01-12	10854	2419	403	100	40300
Store 5	2018-01-13	14785	3593	620	89	55180
Store 5	2018-01-14	10850	1571	238	107	25466
Store 5	2018-01-15	12877	2333	403	77	31031
Store 5	2018-01-16	12535	3103	526	96	50496
Store 5	2018-01-17	11064	2600	475	92	43700
Store 5	2018-01-18	11531	1465	422	67	28274
Store 5	2018-01-19	8336	1279	348	110	38280
Store 5	2018-01-20	11299	2336	323	86	27778
Store 5	2018-01-21	11778	1857	468	94	43992
Store 5	2018-01-22	11747	2936	752	90	67680
Store 5	2018-01-23	14437	3586	470	88	41360
Store 5	2018-01-24	10761	2072	364	50	18200
Store 5	2018-01-25	9319	1492	387	86	33282
Store 5	2018-01-26	12655	1823	220	89	19580
Store 5	2018-01-27	14433	1651	405	108	43740
Store 5	2018-01-28	11315	1297	384	95	36480
Store 5	2018-01-29	13707	2651	607	89	54023
Store 5	2018-01-30	12045	1745	189	96	18144
Store 5	2018-01-31	13192	2227	282	88	24816
Store 5	2018-02-01	14019	2606	356	85	30260
Store 5	2018-02-02	13030	2362	343	83	28469
Store 5	2018-02-03	11361	2769	694	119	82586
Store 5	2018-02-04	11223	1977	327	134	43818
Store 5	2018-02-05	11286	1173	195	90	17550
Store 5	2018-02-06	11452	1217	200	91	18200
Store 5	2018-02-07	11264	2348	419	97	40643
Store 5	2018-02-08	14179	3029	773	56	43288
Store 5	2018-02-09	14443	2978	665	57	37905
Store 5	2018-02-10	14775	3510	382	113	43166
Store 5	2018-02-11	13077	1809	349	69	24081
Store 5	2018-02-12	12402	2131	427	102	43554
Store 5	2018-02-13	13044	2241	334	72	24048
Store 5	2018-02-14	15692	2634	446	84	37464
Store 5	2018-02-15	10950	1867	223	88	19624
Store 5	2018-02-16	14086	1809	261	110	28710
Store 5	2018-02-17	12963	1959	493	87	42891
Store 5	2018-02-18	11476	2146	329	66	21714
Store 5	2018-02-19	9043	1800	504	65	32760
Store 5	2018-02-20	13100	2158	599	77	46123
Store 5	2018-02-21	11867	2365	506	101	51106
Store 5	2018-02-22	12394	2225	552	68	37536
Store 5	2018-02-23	11629	1279	325	65	21125
Store 5	2018-02-24	13570	1624	291	100	29100
Store 5	2018-02-25	12620	1579	294	118	34692
Store 5	2018-02-26	16139	3275	403	106	42718
Store 5	2018-02-27	13225	2285	253	87	22011
Store 5	2018-02-28	14418	1818	536	86	46096
Store 5	2018-03-01	11027	1296	192	77	14784
Store 5	2018-03-02	15141	1517	376	129	48504
Store 5	2018-03-03	13060	1440	312	80	24960
Store 5	2018-03-04	11458	2223	543	85	46155
Store 5	2018-03-05	13606	1990	486	73	35478
Store 5	2018-03-06	12609	1816	505	114	57570
Store 5	2018-03-07	10520	2429	516	62	31992
Store 5	2018-03-08	14389	1526	327	88	28776
Store 5	2018-03-09	14294	2314	414	91	37674
Store 5	2018-03-10	11809	2208	563	115	64745
Store 5	2018-03-11	12304	1512	207	104	21528
Store 5	2018-03-12	13563	1404	291	95	27645
Store 5	2018-03-13	11744	1442	363	86	31218
Store 5	2018-03-14	9863	1335	309	113	34917
Store 5	2018-03-15	10281	2504	274	96	26304
Store 5	2018-03-16	7622	1467	356	93	33108
Store 5	2018-03-17	10621	1084	277	96	26592
Store 5	2018-03-18	11634	1556	457	94	42958
Store 5	2018-03-19	13177	1956	561	85	47685
Store 5	2018-03-20	11957	1223	246	119	29274
Store 5	2018-03-21	15795	2231	547	60	32820
Store 5	2018-03-22	11933	2928	403	77	31031
Store 5	2018-03-23	13048	1381	355	104	36920
Store 5	2018-03-24	12022	2305	569	98	55762
Store 5	2018-03-25	15077	3355	449	86	38614
Store 5	2018-03-26	10995	2115	212	108	22896
Store 5	2018-03-27	11511	2321	315	88	27720
Store 5	2018-03-28	13439	1743	508	109	55372
Store 5	2018-03-29	8344	1695	280	79	22120
Store 5	2018-03-30	11304	2123	472	103	48616
Store 5	2018-03-31	13944	2903	397	78	30966
Store 5	2018-04-01	11573	2409	345	88	30360
Store 5	2018-04-02	10422	2548	621	105	65205
Store 5	2018-04-03	11094	1854	473	89	42097
Store 5	2018-04-04	14146	1973	483	75	36225
Store 5	2018-04-05	13239	1710	340	106	36040
Store 5	2018-04-06	11114	2043	231	89	20559
Store 5	2018-04-07	10158	2026	496	76	37696
Store 5	2018-04-08	10944	2261	613	107	65591
Store 5	2018-04-09	9884	1625	297	79	23463
Store 5	2018-04-10	12847	1557	249	94	23406
Store 5	2018-04-11	12521	1908	323	84	27132
Store 5	2018-04-12	12225	1328	191	88	16808
Store 5	2018-04-13	13336	1642	233	93	21669
Store 5	2018-04-14	12440	1471	430	121	52030
Store 5	2018-04-15	12004	1443	225	89	20025
Store 5	2018-04-16	13447	1347	235	96	22560
Store 5	2018-04-17	11630	2255	557	77	42889
Store 5	2018-04-18	13547	1554	234	63	14742
Store 5	2018-04-19	12953	3134	639	104	66456
Store 5	2018-04-20	11666	2138	570	103	58710
Store 5	2018-04-21	11116	2625	429	116	49764
Store 5	2018-04-22	13066	2443	454	110	49940
Store 5	2018-04-23	12177	2662	676	115	77740
Store 5	2018-04-24	13343	1575	394	111	43734
Store 5	2018-04-25	11195	2429	319	98	31262
Store 5	2018-04-26	11640	2142	505	104	52520
Store 5	2018-04-27	14439	3455	621	84	52164
Store 5	2018-04-28	10373	1254	130	78	10140
Store 5	2018-04-29	13104	3111	358	61	21838
Store 5	2018-04-30	12340	1655	326	99	32274
Store 5	2018-05-01	11680	2138	455	97	44135
Store 5	2018-05-02	12793	1829	224	92	20608
Store 5	2018-05-03	11665	2274	298	71	21158
Store 5	2018-05-04	9582	2079	574	97	55678
Store 5	2018-05-05	10761	2389	323	102	32946
Store 5	2018-05-06	15406	3364	760	103	78280
Store 5	2018-05-07	10787	1275	338	82	27716
Store 5	2018-05-08	11812	1976	565	83	46895
Store 5	2018-05-09	11002	1544	261	77	20097
Store 5	2018-05-10	11602	2142	496	82	40672
Store 5	2018-05-11	10418	1438	202	105	21210
Store 5	2018-05-12	11251	2751	780	101	78780
Store 5	2018-05-13	13883	3347	581	91	52871
Store 5	2018-05-14	13340	2242	234	65	15210
Store 5	2018-05-15	10732	1502	263	87	22881
Store 5	2018-05-16	11888	1326	311	76	23636
Store 5	2018-05-17	9837	1379	363	81	29403
Store 5	2018-05-18	11859	1782	469	122	57218
Store 5	2018-05-19	15437	2798	341	77	26257
Store 5	2018-05-20	11660	2105	493	97	47821
Store 5	2018-05-21	11074	1345	223	78	17394
Store 5	2018-05-22	12901	1721	422	63	26586
Store 5	2018-05-23	10476	2331	642	98	62916
Store 5	2018-05-24	11580	2608	600	86	51600
Store 5	2018-05-25	11268	2569	527	55	28985
Store 5	2018-05-26	8543	1477	180	72	12960
Store 5	2018-05-27	12898	3035	634	84	53256
Store 5	2018-05-28	12855	1662	328	83	27224
Store 5	2018-05-29	10898	2455	350	102	35700
Store 5	2018-05-30	12741	1399	411	51	20961
Store 5	2018-05-31	12663	1609	350	69	24150
Store 5	2018-06-01	9971	1456	350	89	31150
Store 5	2018-06-02	15869	1857	353	56	19768
Store 5	2018-06-03	11837	1350	173	80	13840
Store 5	2018-06-04	10191	1894	429	69	29601
Store 5	2018-06-05	10499	1436	380	86	32680
Store 5	2018-06-06	11293	1494	166	99	16434
Store 5	2018-06-07	9592	1622	397	80	31760
Store 5	2018-06-08	11322	2178	528	95	50160
Store 5	2018-06-09	11761	2539	720	87	62640
Store 5	2018-06-10	13091	1319	332	115	38180
Store 5	2018-06-11	12807	2028	486	112	54432
Store 5	2018-06-12	13995	1537	271	87	23577
Store 5	2018-06-13	11391	1733	179	85	15215
Store 6	2016-01-01	15985	2404	433	87	37671
Store 6	2016-01-02	16532	1780	180	116	20880
Store 6	2016-01-03	17394	1869	404	108	43632
Store 6	2016-01-04	19731	2787	756	87	65772
Store 6	2016-01-05	19907	4842	639	66	42174
Store 6	2016-01-06	18174	3504	557	87	48459
Store 6	2016-01-07	18361	2288	233	55	12815
Store 6	2016-01-08	19442	2595	733	102	74766
Store 6	2016-01-09	14662	2312	260	74	19240
Store 6	2016-01-10	20260	3054	765	98	74970
Store 6	2016-01-11	18196	2424	412	85	35020
Store 6	2016-01-12	17739	2169	646	73	47158
Store 6	2016-01-13	20502	2937	324	84	27216
Store 6	2016-01-14	21048	4423	511	91	46501
Store 6	2016-01-15	19999	3690	664	88	58432
Store 6	2016-01-16	19734	3924	547	104	56888
Store 6	2016-01-17	21539	2998	345	50	17250
Store 6	2016-01-18	19148	3289	468	125	58500
Store 6	2016-01-19	17372	2491	561	70	39270
Store 6	2016-01-20	14941	3196	645	89	57405
Store 6	2016-01-21	20323	3063	331	83	27473
Store 6	2016-01-22	15784	2994	366	83	30378
Store 6	2016-01-23	18917	3373	734	109	80006
Store 6	2016-01-24	19238	2428	714	83	59262
Store 6	2016-01-25	17802	2686	303	87	26361
Store 6	2016-01-26	14042	2841	842	105	88410
Store 6	2016-01-27	20083	4103	637	72	45864
Store 6	2016-01-28	17780	1817	398	108	42984
Store 6	2016-01-29	19692	2910	423	96	40608
Store 6	2016-01-30	17449	3417	897	53	47541
Store 6	2016-01-31	12514	2943	772	98	75656
Store 6	2016-02-01	17043	2284	390	80	31200
Store 6	2016-02-02	18853	3933	1088	107	116416
Store 6	2016-02-03	17688	3348	708	91	64428
Store 6	2016-02-04	16087	3882	716	76	54416
Store 6	2016-02-05	18709	4437	742	92	68264
Store 6	2016-02-06	16750	1859	245	86	21070
Store 6	2016-02-07	19245	3430	886	77	68222
Store 6	2016-02-08	20457	3562	961	76	73036
Store 6	2016-02-09	17974	2321	605	105	63525
Store 6	2016-02-10	21236	3989	597	106	63282
Store 6	2016-02-11	19089	2879	748	87	65076
Store 6	2016-02-12	17297	2507	679	65	44135
Store 6	2016-02-13	16413	3962	888	97	86136
Store 6	2016-02-14	16663	3729	856	68	58208
Store 6	2016-02-15	17184	2945	364	77	28028
Store 6	2016-02-16	18828	2239	581	81	47061
Store 6	2016-02-17	18764	4375	556	116	64496
Store 6	2016-02-18	22880	3830	1089	91	99099
Store 6	2016-02-19	22813	3570	867	75	65025
Store 6	2016-02-20	15503	3670	389	96	37344
Store 6	2016-02-21	15507	3225	728	75	54600
Store 6	2016-02-22	15299	2574	646	102	65892
Store 6	2016-02-23	17453	4279	517	78	40326
Store 6	2016-02-24	17949	3881	544	83	45152
Store 6	2016-02-25	18424	3814	1029	85	87465
Store 6	2016-02-26	17804	3347	489	73	35697
Store 6	2016-02-27	21115	3857	1011	76	76836
Store 6	2016-02-28	15831	2513	725	91	65975
Store 6	2016-02-29	20671	2888	402	97	38994
Store 6	2016-03-01	19713	3160	711	93	66123
Store 6	2016-03-02	16111	2341	264	79	20856
Store 6	2016-03-03	19297	3066	335	74	24790
Store 6	2016-03-04	17042	1861	389	70	27230
Store 6	2016-03-05	18897	4393	858	105	90090
Store 6	2016-03-06	17564	3722	1068	98	104664
Store 6	2016-03-07	19981	2264	672	86	57792
Store 6	2016-03-08	17964	3559	630	78	49140
Store 6	2016-03-09	16778	2917	656	84	55104
Store 6	2016-03-10	19794	3090	666	92	61272
Store 6	2016-03-11	16955	3637	639	63	40257
Store 6	2016-03-12	14481	2933	467	92	42964
Store 6	2016-03-13	15508	2652	727	79	57433
Store 6	2016-03-14	16527	2505	334	108	36072
Store 6	2016-03-15	19283	4076	730	100	73000
Store 6	2016-03-16	21094	2823	534	61	32574
Store 6	2016-03-17	18559	4118	768	75	57600
Store 6	2016-03-18	17076	2800	559	94	52546
Store 6	2016-03-19	13919	2315	523	98	51254
Store 6	2016-03-20	17125	1971	561	100	56100
Store 6	2016-03-21	18749	2549	417	67	27939
Store 6	2016-03-22	18442	4444	1033	94	97102
Store 6	2016-03-23	20941	2812	605	75	45375
Store 6	2016-03-24	13045	2112	434	108	46872
Store 6	2016-03-25	18973	4404	554	108	59832
Store 6	2016-03-26	20283	2624	553	73	40369
Store 6	2016-03-27	18839	2050	404	56	22624
Store 6	2016-03-28	18385	2214	425	77	32725
Store 6	2016-03-29	18983	3274	339	98	33222
Store 6	2016-03-30	17585	4392	822	112	92064
Store 6	2016-03-31	18469	4311	667	84	56028
Store 6	2016-04-01	18027	4028	480	89	42720
Store 6	2016-04-02	16202	3564	783	109	85347
Store 6	2016-04-03	17983	2723	429	86	36894
Store 6	2016-04-04	13605	2414	547	70	38290
Store 6	2016-04-05	20267	2300	659	83	54697
Store 6	2016-04-06	14465	2956	356	69	24564
Store 6	2016-04-07	19015	2663	335	92	30820
Store 6	2016-04-08	20195	2408	586	96	56256
Store 6	2016-04-09	15485	3494	1047	108	113076
Store 6	2016-04-10	16905	3608	701	82	57482
Store 6	2016-04-11	17872	2486	549	91	49959
Store 6	2016-04-12	17720	1814	447	93	41571
Store 6	2016-04-13	16314	3317	972	73	70956
Store 6	2016-04-14	22148	3874	1058	79	83582
Store 6	2016-04-15	19281	4377	963	126	121338
Store 6	2016-04-16	17616	3327	639	72	46008
Store 6	2016-04-17	16758	2945	537	116	62292
Store 6	2016-04-18	20164	4403	1010	102	103020
Store 6	2016-04-19	16856	3315	680	82	55760
Store 6	2016-04-20	16840	1688	250	89	22250
Store 6	2016-04-21	17001	3655	617	95	58615
Store 6	2016-04-22	16986	2645	661	105	69405
Store 6	2016-04-23	14994	2421	375	82	30750
Store 6	2016-04-24	18459	3116	722	88	63536
Store 6	2016-04-25	14927	3369	859	89	76451
Store 6	2016-04-26	17965	3293	827	65	53755
Store 6	2016-04-27	19715	4588	617	101	62317
Store 6	2016-04-28	18704	4275	564	92	51888
Store 6	2016-04-29	19869	4856	888	74	65712
Store 6	2016-04-30	20146	4954	1042	90	93780
Store 6	2016-05-01	15764	2011	369	98	36162
Store 6	2016-05-02	17706	4165	1114	104	115856
Store 6	2016-05-03	17671	3108	607	92	55844
Store 6	2016-05-04	18430	4432	1004	93	93372
Store 6	2016-05-05	17834	2598	267	94	25098
Store 6	2016-05-06	16444	3377	950	104	98800
Store 6	2016-05-07	15324	2078	378	90	34020
Store 6	2016-05-08	20122	4323	714	72	51408
Store 6	2016-05-09	17046	3411	587	99	58113
Store 6	2016-05-10	19650	2952	308	88	27104
Store 6	2016-05-11	22107	4973	1250	80	100000
Store 6	2016-05-12	19780	3227	430	80	34400
Store 6	2016-05-13	17459	4237	482	98	47236
Store 6	2016-05-14	14923	2547	625	92	57500
Store 6	2016-05-15	18051	3877	403	109	43927
Store 6	2016-05-16	17987	2665	320	48	15360
Store 6	2016-05-17	20787	4203	976	99	96624
Store 6	2016-05-18	13262	1639	446	101	45046
Store 6	2016-05-19	16297	3625	933	108	100764
Store 6	2016-05-20	17799	2108	503	101	50803
Store 6	2016-05-21	17746	4308	1285	88	113080
Store 6	2016-05-22	18556	3371	449	79	35471
Store 6	2016-05-23	14114	2969	669	88	58872
Store 6	2016-05-24	16299	2723	464	88	40832
Store 6	2016-05-25	16770	3853	539	87	46893
Store 6	2016-05-26	18305	2673	271	118	31978
Store 6	2016-05-27	15725	2545	575	68	39100
Store 6	2016-05-28	17450	3392	946	88	83248
Store 6	2016-05-29	17422	3563	975	89	86775
Store 6	2016-05-30	16540	2094	328	87	28536
Store 6	2016-05-31	19278	2366	457	90	41130
Store 6	2016-06-01	15476	3749	1084	129	139836
Store 6	2016-06-02	17091	2902	326	86	28036
Store 6	2016-06-03	16853	3629	427	89	38003
Store 6	2016-06-04	19623	4810	818	104	85072
Store 6	2016-06-05	17639	1875	257	93	23901
Store 6	2016-06-06	18609	3797	820	57	46740
Store 6	2016-06-07	17405	2490	332	107	35524
Store 6	2016-06-08	15919	3133	787	128	100736
Store 6	2016-06-09	16738	4135	766	92	70472
Store 6	2016-06-10	16672	4013	742	72	53424
Store 6	2016-06-11	19196	2533	551	106	58406
Store 6	2016-06-12	17306	1953	283	76	21508
Store 6	2016-06-13	18197	2072	378	74	27972
Store 6	2016-06-14	17144	3956	669	72	48168
Store 6	2016-06-15	16880	4030	1016	60	60960
Store 6	2016-06-16	14782	2530	678	86	58308
Store 6	2016-06-17	16360	3048	480	90	43200
Store 6	2016-06-18	20705	3885	843	94	79242
Store 6	2016-06-19	20509	3975	480	103	49440
Store 6	2016-06-20	17196	2485	436	73	31828
Store 6	2016-06-21	17019	2406	383	72	27576
Store 6	2016-06-22	16567	2621	308	89	27412
Store 6	2016-06-23	18080	2632	451	78	35178
Store 6	2016-06-24	20224	4297	741	99	73359
Store 6	2016-06-25	19333	2072	265	61	16165
Store 6	2016-06-26	20991	2182	263	70	18410
Store 6	2016-06-27	14942	3335	999	85	84915
Store 6	2016-06-28	19835	2926	860	82	70520
Store 6	2016-06-29	14873	3244	671	78	52338
Store 6	2016-06-30	18174	4241	979	73	71467
Store 6	2016-07-01	17356	3141	769	96	73824
Store 6	2016-07-02	11851	2490	730	92	67160
Store 6	2016-07-03	16221	2251	673	96	64608
Store 6	2016-07-04	20283	2731	771	54	41634
Store 6	2016-07-05	16871	2297	604	119	71876
Store 6	2016-07-06	18670	2642	288	80	23040
Store 6	2016-07-07	14413	1917	521	107	55747
Store 6	2016-07-08	16347	3686	931	70	65170
Store 6	2016-07-09	20006	4970	956	68	65008
Store 6	2016-07-10	18729	2608	601	61	36661
Store 6	2016-07-11	18453	1973	355	79	28045
Store 6	2016-07-12	14413	3504	971	82	79622
Store 6	2016-07-13	19165	2190	414	80	33120
Store 6	2016-07-14	17996	3364	576	94	54144
Store 6	2016-07-15	16147	3389	993	85	84405
Store 6	2016-07-16	18835	1925	313	90	28170
Store 6	2016-07-17	15837	3254	409	62	25358
Store 6	2016-07-18	19563	4673	1192	66	78672
Store 6	2016-07-19	20023	4626	748	94	70312
Store 6	2016-07-20	16068	1781	411	68	27948
Store 6	2016-07-21	14876	2531	383	87	33321
Store 6	2016-07-22	17844	2304	495	78	38610
Store 6	2016-07-23	15105	2638	412	101	41612
Store 6	2016-07-24	21143	2511	278	94	26132
Store 6	2016-07-25	20581	3048	688	87	59856
Store 6	2016-07-26	20258	3552	878	101	88678
Store 6	2016-07-27	17768	4185	1008	79	79632
Store 6	2016-07-28	20074	2223	346	72	24912
Store 6	2016-07-29	18382	3722	492	79	38868
Store 6	2016-07-30	21224	3651	682	85	57970
Store 6	2016-07-31	14025	2533	698	76	53048
Store 6	2016-08-01	18941	4585	1131	91	102921
Store 6	2016-08-02	16916	2743	339	76	25764
Store 6	2016-08-03	17414	2116	266	108	28728
Store 6	2016-08-04	20670	2671	399	76	30324
Store 6	2016-08-05	18305	2181	318	111	35298
Store 6	2016-08-06	18217	2018	397	95	37715
Store 6	2016-08-07	15364	3405	879	108	94932
Store 6	2016-08-08	20432	2647	646	82	52972
Store 6	2016-08-09	20169	3173	840	94	78960
Store 6	2016-08-10	18914	3456	824	82	67568
Store 6	2016-08-11	19189	3572	796	61	48556
Store 6	2016-08-12	18866	3622	859	111	95349
Store 6	2016-08-13	18221	3005	843	85	71655
Store 6	2016-08-14	17313	4011	786	77	60522
Store 6	2016-08-15	18922	3129	542	72	39024
Store 6	2016-08-16	19054	2042	304	94	28576
Store 6	2016-08-17	18633	2414	312	70	21840
Store 6	2016-08-18	20375	5020	1207	76	91732
Store 6	2016-08-19	15566	3738	726	92	66792
Store 6	2016-08-20	17422	2821	417	62	25854
Store 6	2016-08-21	16419	1777	231	90	20790
Store 6	2016-08-22	20106	2102	313	90	28170
Store 6	2016-08-23	18758	3021	876	82	71832
Store 6	2016-08-24	18593	3096	617	99	61083
Store 6	2016-08-25	17980	4411	465	92	42780
Store 6	2016-08-26	19855	4927	772	78	60216
Store 6	2016-08-27	16631	3493	793	74	58682
Store 6	2016-08-28	18114	3607	870	83	72210
Store 6	2016-08-29	18612	3400	771	91	70161
Store 6	2016-08-30	18928	2319	317	108	34236
Store 6	2016-08-31	18382	2258	480	85	40800
Store 6	2016-09-01	19299	3873	873	99	86427
Store 6	2016-09-02	21133	5076	1070	100	107000
Store 6	2016-09-03	15806	3905	836	64	53504
Store 6	2016-09-04	14508	1545	403	81	32643
Store 6	2016-09-05	19403	4326	1246	105	130830
Store 6	2016-09-06	18393	3358	358	95	34010
Store 6	2016-09-07	19766	2712	801	109	87309
Store 6	2016-09-08	16740	1971	202	95	19190
Store 6	2016-09-09	17219	2958	586	111	65046
Store 6	2016-09-10	18043	3095	817	117	95589
Store 6	2016-09-11	20810	3118	650	82	53300
Store 6	2016-09-12	17824	1983	460	78	35880
Store 6	2016-09-13	19895	3736	889	67	59563
Store 6	2016-09-14	19164	3030	580	71	41180
Store 6	2016-09-15	21738	3680	1058	94	99452
Store 6	2016-09-16	19692	2924	821	71	58291
Store 6	2016-09-17	18270	4222	1211	92	111412
Store 6	2016-09-18	15387	2951	316	59	18644
Store 6	2016-09-19	19267	3007	769	81	62289
Store 6	2016-09-20	18768	3535	975	89	86775
Store 6	2016-09-21	18431	2609	306	87	26622
Store 6	2016-09-22	15402	2729	449	103	46247
Store 6	2016-09-23	15729	3845	999	97	96903
Store 6	2016-09-24	16421	3463	976	109	106384
Store 6	2016-09-25	15806	2299	573	76	43548
Store 6	2016-09-26	16373	1926	256	55	14080
Store 6	2016-09-27	21226	4735	908	79	71732
Store 6	2016-09-28	20362	4081	1218	96	116928
Store 6	2016-09-29	17884	2900	410	104	42640
Store 6	2016-09-30	16215	3932	454	101	45854
Store 6	2016-10-01	19607	3773	874	97	84778
Store 6	2016-10-02	16468	4105	965	59	56935
Store 6	2016-10-03	17311	3685	1086	107	116202
Store 6	2016-10-04	16610	3228	377	76	28652
Store 6	2016-10-05	19685	4214	727	99	71973
Store 6	2016-10-06	17434	2390	644	85	54740
Store 6	2016-10-07	18953	4306	1256	69	86664
Store 6	2016-10-08	22056	3002	399	92	36708
Store 6	2016-10-09	18912	4060	621	93	57753
Store 6	2016-10-10	20352	3985	969	105	101745
Store 6	2016-10-11	18928	1953	512	97	49664
Store 6	2016-10-12	18124	1842	315	77	24255
Store 6	2016-10-13	14542	3395	881	93	81933
Store 6	2016-10-14	19469	2276	591	72	42552
Store 6	2016-10-15	20721	3203	757	94	71158
Store 6	2016-10-16	17799	2854	367	58	21286
Store 6	2016-10-17	18889	4370	925	105	97125
Store 6	2016-10-18	18896	2414	370	96	35520
Store 6	2016-10-19	18417	3305	962	79	75998
Store 6	2016-10-20	16528	3267	711	83	59013
Store 6	2016-10-21	17069	2985	372	92	34224
Store 6	2016-10-22	19244	2522	499	69	34431
Store 6	2016-10-23	15651	3278	529	91	48139
Store 6	2016-10-24	17589	4203	908	68	61744
Store 6	2016-10-25	19007	2044	600	91	54600
Store 6	2016-10-26	16810	2348	309	103	31827
Store 6	2016-10-27	19283	4793	1206	79	95274
Store 6	2016-10-28	18104	3816	750	64	48000
Store 6	2016-10-29	15133	3751	925	97	89725
Store 6	2016-10-30	15300	2864	378	118	44604
Store 6	2016-10-31	19332	2350	548	86	47128
Store 6	2016-11-01	20683	3032	843	84	70812
Store 6	2016-11-02	17081	1803	290	61	17690
Store 6	2016-11-03	17967	1858	262	94	24628
Store 6	2016-11-04	18251	3108	848	72	61056
Store 6	2016-11-05	19023	3485	754	85	64090
Store 6	2016-11-06	20373	5030	737	91	67067
Store 6	2016-11-07	19544	4601	1242	91	113022
Store 6	2016-11-08	14410	2817	651	87	56637
Store 6	2016-11-09	19525	2411	437	99	43263
Store 6	2016-11-10	15885	1904	391	94	36754
Store 6	2016-11-11	14783	3001	872	84	73248
Store 6	2016-11-12	20380	4078	649	104	67496
Store 6	2016-11-13	19297	3284	490	112	54880
Store 6	2016-11-14	15560	2568	419	81	33939
Store 6	2016-11-15	17013	2341	325	70	22750
Store 6	2016-11-16	18097	2537	601	93	55893
Store 6	2016-11-17	16662	2111	285	77	21945
Store 6	2016-11-18	16734	2053	540	89	48060
Store 6	2016-11-19	16344	2843	552	74	40848
Store 6	2016-11-20	21007	3552	568	93	52824
Store 6	2016-11-21	18563	2372	639	79	50481
Store 6	2016-11-22	21318	3827	647	89	57583
Store 6	2016-11-23	20722	4715	747	85	63495
Store 6	2016-11-24	17028	2736	362	81	29322
Store 6	2016-11-25	23696	3515	835	100	83500
